,action_code,action_code_full,amendment_indicator,amendment_number,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,category_code_full,committee_id,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,dissemination_date,election_type,election_type_full,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing_date,filing_form,form_line_number,image_number,independent_sign_date,independent_sign_name,is_notice,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,most_recent,notary_commission_expiration_date,notary_sign_date,notary_sign_name,office_total_ytd,original_sub_id,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,previous_file_number,report_type,report_year,schedule_type,schedule_type_full,sub_id,support_oppose_indicator,transaction_id,committee
64,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,6740.31,2022-10-24 00:00:00,MAILER PRODUCTION,1649502,ROBERT,JENTGENS,,,TREASURER,2022-10-25,F24,F24-24,202210259541652181,2022-10-25,"JENTGENS, ROBERT TREASURER",True,24,4102620221591745025,,,,False,True,,,,426968.92,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652181,1649502,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298256,S,SE24.16847,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
65,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,2486.02,2022-10-24 00:00:00,MAILER POSTAGE LIBRE ACTION,1649502,ROBERT,JENTGENS,,,TREASURER,2022-10-25,F24,F24-24,202210259541652180,2022-10-25,"JENTGENS, ROBERT TREASURER",True,24,4102620221591745025,,,,False,True,,,,426968.92,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652180,1649502,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298255,S,SE24.16846,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
66,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,4514.21,2022-10-24 00:00:00,MAILER PRODUCTION LIBRE ACTION,1649502,ROBERT,JENTGENS,,,TREASURER,2022-10-25,F24,F24-24,202210259541652180,2022-10-25,"JENTGENS, ROBERT TREASURER",True,24,4102620221591745025,,,,False,True,,,,426968.92,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652180,1649502,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298254,S,SE24.16845,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
67,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,2000.0,2022-10-24 00:00:00,CANVASSING,1649502,ROBERT,JENTGENS,,,TREASURER,2022-10-25,F24,F24-24,202210259541652168,2022-10-25,"JENTGENS, ROBERT TREASURER",True,24,4102620221591745025,,,,False,True,,,,426968.92,,DENVER,,,,TALENTWAVE INC.,,CO,4601 DTC BLVD.,STE 650,,80237,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652168,1649502,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298231,S,SE24.16822,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
68,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,3923.5,2022-10-24 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1649502,ROBERT,JENTGENS,,,TREASURER,2022-10-25,F24,F24-24,202210259541652157,2022-10-25,"JENTGENS, ROBERT TREASURER",True,24,4102620221591745025,,,,False,True,,,,426968.92,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652157,1649502,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298209,S,SE24.16800,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
69,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,2400.0,2022-10-24 00:00:00,MEDIA PRODUCTION,1649502,ROBERT,JENTGENS,,,TREASURER,2022-10-25,F24,F24-24,202210259541652157,2022-10-25,"JENTGENS, ROBERT TREASURER",True,24,4102620221591745025,,,,False,True,,,,426968.92,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652157,1649502,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102620221592298208,S,SE24.16799,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
70,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,2486.02,2022-10-24 00:00:00,MAILER POSTAGE LIBRE ACTION,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575627139,2022-10-25,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575627139,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598678,S,SE24.16846,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
71,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,6610.71,2022-10-24 00:00:00,MAILER POSTAGE,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575627138,2022-10-25,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575627138,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598677,S,SE24.16848,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
72,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-24,G2022,,2000.0,2022-10-24 00:00:00,CANVASSING,1685768,ROBERT,JENTGENS,,,TREASURER,2023-01-31,F3X,F3X-24,202301319575627067,2022-10-25,"JENTGENS, ROBERT TREASURER",False,24,4013120231721277912,,,,False,True,,,,520415.73,,DENVER,,,,TALENTWAVE,,CO,4601 DTC BLVD.,STE.650,,80237,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575627067,1671431,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598534,S,SE24.16822,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
73,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00754218,,C00754218,,,,,,2022-10-24,G2022,,4.46,2022-10-24 00:00:00,MASS EMAIL,1673376,JOE,POJMAN,,,,2022-12-26,F3X,F3X-24,202212269574221901,2022-12-26,"POJMAN, JOE",False,24,4122620221644966009,,,,False,True,,,,19.46,,AUSTIN,,,,"TEXAS ALLIANCE FOR LIFE, INC",,TX,8000 CENTRE PARK DR,STE 380,,78754,https://docquery.fec.gov/cgi-bin/fecimg/?202212269574221901,1673376,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011820231709101739,S,SE.5121,TEXAS ALLIANCE FOR LIFE FED PAC
74,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00693531,,C00693531,,,,,,2022-10-25,G2022,,30000.0,2022-10-24 00:00:00,DIGITAL ADVERTISING,1670981,CHARLES,GANTT,,,,2022-12-08,F3X,F3X-24,202212089550452338,2022-12-08,"GANTT, CHARLES",False,24,4120920221633755034,,,,False,True,,,,30000.0,,GREENWOOD,,,,THE PROSPER GROUP,,IN,PO BOX 488,,,46142,https://docquery.fec.gov/cgi-bin/fecimg/?202212089550452338,1670981,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4010720231666454284,S,SE.5232,FUTURE LEADERS FUND
75,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00493221,,,,,,,,2022-10-22,G2022,,723.0,2022-10-22 00:00:00,SOCIAL MEDIA ADVERTISING,1667947,GREGORY,WILDER,,,,2022-12-08,F3X,F3X-24,202212089547492488,2022-12-08,"WILDER, GREGORY",False,24,4120820221633584739,,,,False,True,,,,6410.5,,ARNOLD,,,,STRATEGIC PARTNERS & MEDIA,,MD,PO BOX 480,,,210120480,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547492488,1667947,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011020231667312350,S,E56A50649149649CCA32,THE GUARDIAN FUND
76,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00499020,,,,,,,,2022-11-02,G2022,,129.5,2022-10-20 00:00:00,VOTER PHONE CONTACT,1658518,CHRIS,MARSTON,,,,2022-11-03,F24,F24-24,202211039546701698,2022-11-02,"MARSTON, CHRIS",True,24,4110320221604316084,,,,False,True,,,,893.99,,ARLINGTON,,,,CAMPAIGN MARKETING STRATEGIES,,VA,3240 WILSON BLVD STE 202,,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202211039546701698,1658518,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4110320221604883512,S,SE24.5261,FREEDOMWORKS FOR AMERICA
77,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00722371,,C00722371,,,,,,2022-10-22,G2022,,725.0,2022-10-20 00:00:00,DEVELOPMENT AND PRODUCTION OF WEBSITE,1646117,SHANNON,OLEARY,,,,2022-10-21,F24,F24-24,202210219541455121,2022-10-21,"OLEARY, SHANNON",True,24,4102120221590108015,,,,False,True,,,,725.0,,SOUTH SALT LAKE CITY,,,,IMPACT ADVERTISING LLC,,UT,3685 S 500 W,,,84115,https://docquery.fec.gov/cgi-bin/fecimg/?202210219541455121,1646117,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102120221590171276,S,SE.4330,ENERGY SECURITY PAC
78,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00722371,,C00722371,,,,,,2022-10-22,G2022,,725.0,2022-10-20 00:00:00,DEVELOPMENT AND PRODUCTION OF WEBSITE,1646117,SHANNON,OLEARY,,,,2022-10-21,F24,F24-24,202210219541455121,2022-10-21,"OLEARY, SHANNON",True,24,4102120221590108015,,,,False,True,,,,1450.0,,SALT LAKE CITY,,,,ARENA LLC,,UT,1260 STRINGHAM AVE STE 350,,,84106,https://docquery.fec.gov/cgi-bin/fecimg/?202210219541455121,1646117,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102120221590171275,S,SE.4331,ENERGY SECURITY PAC
79,N,NO CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00499020,,,,,,,,2022-11-02,G2022,,129.5,2022-10-20 00:00:00,VOTER PHONE CONTACT,1700916,CHRIS,MARSTON,,,,2023-04-18,F3X,F3X-24,202304189581040629,2022-11-02,"MARSTON, CHRIS",False,24,4041920231743076007,,,,False,True,,,,893.99,,ARLINGTON,,,,CAMPAIGN MARKETING STRATEGIES,,VA,3240 WILSON BLVD STE 202,,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202304189581040629,1692749,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4041920231743306231,S,SE24.5261,FREEDOMWORKS FOR AMERICA
80,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00722371,,C00722371,,,,,,2022-10-22,G2022,,725.0,2022-10-20 00:00:00,DEVELOPMENT AND PRODUCTION OF WEBSITE,1671790,SHANNON,OLEARY,,,,2022-12-08,F3X,F3X-24,202212089557513768,2022-12-08,"OLEARY, SHANNON",False,24,4120920221633755534,,,,False,True,,,,725.0,,SOUTH SALT LAKE CITY,,,,IMPACT ADVERTISING LLC,,UT,3685 S 500 W,,,84115,https://docquery.fec.gov/cgi-bin/fecimg/?202212089557513768,1671790,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627551,S,SE.4310,ENERGY SECURITY PAC
81,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00722371,,C00722371,,,,,,2022-10-22,G2022,,725.0,2022-10-20 00:00:00,DEVELOPMENT AND PRODUCTION OF WEBSITE,1671790,SHANNON,OLEARY,,,,2022-12-08,F3X,F3X-24,202212089557513764,2022-12-08,"OLEARY, SHANNON",False,24,4120920221633755534,,,,False,True,,,,1450.0,,SALT LAKE CITY,,,,ARENA LLC,,UT,1260 STRINGHAM AVE STE 350,,,84106,https://docquery.fec.gov/cgi-bin/fecimg/?202212089557513764,1671790,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627543,S,SE.4311,ENERGY SECURITY PAC
82,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00214981,,C00723072,,,,,,2022-10-20,G2022,,50357.0,2022-10-20 00:00:00,DIRECT MAIL ADVERTISEMENT,1666141,SI E.,COOK,,,,2022-12-07,F3X,F3X-24,202212079547205094,2022-12-07,"COOK, SI E.",False,24,4120720221633442227,,,,False,True,,,,50357.0,,FORT WORTH,,,,THE EPPSTEIN GROUP,,TX,2830 SOUTH HULEN ST. #361,,,76109,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547205094,1666141,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4010320231645670002,S,11429218,TEXAS FARM BUREAU AGFUND
83,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-19,G2022,,4495.97,2022-10-19 00:00:00,MAILER POSTAGE,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574998,2022-10-20,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE. 7,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574998,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630850096,S,SE24.16524,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
84,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-19,G2022,,5726.81,2022-10-19 00:00:00,MAILER POSTAGE LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574997,2022-10-20,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE. 7,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574997,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630850094,S,SE24.16522,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
85,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-19,G2022,,5726.81,2022-10-19 00:00:00,MAILER POSTAGE LIBRE ACTION,1646068,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F24,F24-24,202210209541444556,2022-10-20,"JENTGENS, ROBERT TREASURER",True,24,4102120221590108009,,,,False,True,,,,398294.17,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541444556,1646068,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102120221590171248,S,SE24.16522,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
86,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-19,G2022,,4495.97,2022-10-19 00:00:00,MAILER POSTAGE,1646068,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F24,F24-24,202210209541444556,2022-10-20,"JENTGENS, ROBERT TREASURER",True,24,4102120221590108009,,,,False,True,,,,398294.17,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541444556,1646068,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102120221590171247,S,SE24.16524,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
87,C,CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00053553,,C00723072,,,,,,2022-10-18,G2022,,873.08,2022-10-19 00:00:00,IE - P2P TEXTING,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579679942,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,882.56,,CHICAGO,,,,"I360, LLC",,IL,29374 NETWORK PLACE,,,606731293,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579679942,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287175,S,86378871,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
88,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-16,G2022,,22000.0,2022-10-18 00:00:00,CANVASSING,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574889,2022-10-18,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,DENVER,,,,TALENTWAVE INC.,,CO,4601 DTC BLVD.,STE 650,,80237,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574889,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849879,S,SE24.16433,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
89,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-19,G2022,,6173.78,2022-10-18 00:00:00,MAILER PRODUCTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574840,2022-10-20,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,70471,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574840,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849784,S,SE24.16523,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
90,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-19,G2022,,6658.45,2022-10-18 00:00:00,MAILER PRODUCTION LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574840,2022-10-20,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,70471,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574840,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849783,S,SE24.16521,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
91,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-16,G2022,,2754.69,2022-10-18 00:00:00,CANVASSING,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574748,2022-10-18,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,ARLINGTON,,,,AMERICANS FOR PROSPERITY,,VA,1310 N. COURTHOUSE RD.,STE. 700,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574748,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849600,S,SE24.16406,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
92,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-19,G2022,,6173.78,2022-10-18 00:00:00,MAILER PRODUCTION,1646068,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F24,F24-24,202210209541444540,2022-10-20,"JENTGENS, ROBERT TREASURER",True,24,4102120221590108009,,,,False,True,,,,398294.17,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541444540,1646068,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102120221590171215,S,SE24.16523,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
93,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-19,G2022,,6658.45,2022-10-18 00:00:00,MAILER PRODUCTION LIBRE ACTION,1646068,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F24,F24-24,202210209541444539,2022-10-20,"JENTGENS, ROBERT TREASURER",True,24,4102120221590108009,,,,False,True,,,,398294.17,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541444539,1646068,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102120221590171214,S,SE24.16521,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
94,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-13,G2022,,4376.25,2022-10-17 00:00:00,MEDIA PRODUCTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574912,2022-10-15,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574912,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849926,S,SE24.16150,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
95,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-07,G2022,,4377.25,2022-10-17 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574904,2022-10-08,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574904,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849909,S,SE24.15036,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
